
For office        |  Activity Identification  |   Time Interval Estimates   |                 | 
use only          +-------+-------------+-----+---------+---------+---------+    Schedulled   |
                  |  Beggining  |  Ending     | Opti-   | Most    | Pessi-  |   Completition  | Remarks
            Report|  Event No.  |  Event No.  | mistic  | Likely  | mistic  |      Date       |
              code|             |             | (weeks) | (weeks) | (weeks) |                 |
(1) (2) (3) | (4) |     (B)     |     (C)     |   (D)   |   (E)   |  (F)    |       (G)       |   (H)
------------+-----+-------------+-------------+---------+---------+---------+-----------------+-----------
12   13-16  |  43 | 18   -   26 | 34   -   42 | 44 - 47 | 48 - 51 | 52 - 55 | 60     -     65 |
------------+-----+-------------+-------------+---------+---------+---------+-----+-----+-----+-----------
x    xx xx  |  x  | xxx-xxx-xxx | xxx-xxx-xxx |  xxx.x  |  xxx.x  |  xxx.x  | Mo. | Day | Yr. |
------------+-----+-------------+-------------+---------+---------+---------+-----------------+-----------
1                   022-099-001   022-100-001      2         3          4     
1                   022-231-025   022-231-027      8         9          10                   
1                   022-231-027   022-231-028      2         3          4                    
1                   022-231-026   022-231-028      1         3          6                    
1                   022-231-026   022-231-029      5         7         10                    
1                   022-231-029   022-231-028      3         6         10                    
1                   022-231-028   022-231-030      6        12         23                    

1                   022-232-001   022-232-002     89       110        120                        
1                   022-232-002   022-232-003     56        65         70      08    21    58    
1                   022-232-003   022-232-004      5         7          9                        
1                   022-232-003   022-232-005      6        14         20                        
1                   022-232-003   022-232-006     78        99        120                        
1                   022-232-006   022-232-007     89        90        110                        
1                   022-232-007   022-232-008      5         8         12                        
1                   022-232-008   022-232-009     54        66         77                        
1                   022-232-009   022-232-010      6         9         14                          
1                   022-232-010   022-232-011     14        16         19                        
1                   022-232-011   022-232-012      6         9         12                        
1                   022-232-011   022-232-013      1         1.5        2                       
1                   022-232-012   022-232-014      4         5          6                       
1                   022-232-014   022-232-015     11        22         33                      
1                   022-232-013   022-232-015      4         5          5.5                    
1                   022-232-015   022-232-016      3         4          5                      
1                   022-232-016   022-232-017     10        11          12                     
1                   022-232-016   022-232-018      5         6          7                      
1                   022-232-016   022-232-019      8         9          10                     
1                   022-232-016   022-232-020     12        13         14                       
1                   022-232-017   022-232-021      1         3          6                       
1                   022-232-018   022-232-022      5         7         10                       
1                   022-232-019   022-232-022      3         6         10                       
1                   022-232-020   022-232-023      6        12         23                       
1                   022-232-021   022-232-024     98       102        130                       
1                   022-232-022   022-232-024      7        10         14                       
1                   022-232-023   022-232-024      5         5.5        8                       
1                   022-232-024   022-232-025     34        45         60                       
1                   022-232-024   022-232-026      3         7          9                      
1                   022-232-025   022-232-027      5         6          9                      
1                   022-232-027   022-232-028      7         7         11                      
1                   022-232-026   022-232-028      8         9         14      10    30    58  
1                   022-232-026   022-232-029      4         8         15                      
1                   022-232-029   022-232-028      6         9         12                      
1                   022-232-028   022-232-030      7        12         16                      

1                   022-233-001   022-233-002      1         1.5        2                    
1                   022-233-002   022-233-003      4         5          6                    
1                   022-233-003   022-233-004     11        22         33                    
1                   022-233-003   022-233-005      4         5          5.5                  
1                   022-233-003   022-233-006      3         4          5                    
1                   022-233-006   022-233-007     10        11          12                   
1                   022-233-007   022-233-008      5         6          7                    
1                   022-233-008   022-233-009      8         9          10                   
1                   022-233-009   022-233-010      2         3          4                    
1                   022-233-010   022-233-011      1         3          6                    
1                   022-233-011   022-233-012      5         7         10                    
1                   022-233-011   022-233-013      3         6         10      04    30    58                    
1                   022-233-012   022-233-014      6        12         23                                       
1                   022-233-014   022-233-015     98       102        130                                      
1                   022-233-013   022-233-015      7        10         14                                      
1                   022-233-015   022-233-016      5         5.5        8                       
1                   022-233-016   022-233-017     34        45         60                       
1                   022-233-016   022-233-018      3         7          9                      
1                   022-233-016   022-233-019      5         6          9                      
1                   022-233-016   022-233-020      7         7         11                       
1                   022-233-017   022-233-021      8         9         14                      
1                   022-233-018   022-233-022      4         8         15      05    21    58  
1                   022-233-019   022-233-022      6         9         12       
1                   022-233-020   022-233-023      7        12         16       
1                   022-233-021   022-233-024     33        38         45
1                   022-233-022   022-233-024     56        65         70       
1                   022-233-023   022-233-024      5         7          9                       
1                   022-233-024   022-233-025      6        14         20                       
1                   022-233-024   022-233-026     78        99        120                      
1                   022-233-025   022-233-027     89        90        110                      
1                   022-233-027   022-233-028      5         8         12                      
1                   022-233-026   022-233-028     54        66         77                      
1                   022-233-026   022-233-029      6         9         14                      
1                   022-233-029   022-233-028      4         6          9                      
1                   022-233-028   022-233-030      6         9         12                      

1                   022-234-001   022-234-002      1         1.5        2
1                   022-234-002   022-234-003      4         5          6
1                   022-234-003   022-234-004     11        22         33
1                   022-234-003   022-234-005      4         7          9.5   07    31    58
1                   022-234-003   022-234-006      3         4          5
1                   022-234-006   022-234-007     10        11         12
1                   022-234-007   022-234-008      5         6          7
1                   022-234-008   022-234-009      8         9         10 
1                   022-234-009   022-234-010      2         5          6     06    21    58    
1                   022-234-010   022-234-011      1         3          6
1                   022-234-011   022-234-012      5         7         10
1                   022-234-011   022-234-013      3         9         14
1                   022-234-012   022-234-014      6        12         23
1                   022-234-014   022-234-015     25        30         45  
1                   022-234-013   022-234-015      7        10         14
1                   022-234-015   022-234-016      5         5.5        8
1                   022-234-016   022-234-017     34        45         60
1                   022-234-016   022-234-018      3         7          9
1                   022-234-016   022-234-019      5        16         19
1                   022-234-016   022-234-020      7         7         11
1                   022-234-017   022-234-021      8         9         14
1                   022-234-018   022-234-022      4         8         15
1                   022-234-019   022-234-022      6         9         12
1                   022-234-020   022-234-023      7        12         16
1                   022-234-021   022-234-024     89       110        120 
1                   022-234-022   022-234-024     56        65         70
1                   022-234-023   022-234-024      5         7          9
1                   022-234-024   022-234-025      6        14         20
1                   022-234-024   022-234-026     78        99        120
1                   022-234-025   022-234-027     89        90        110
1                   022-234-027   022-234-028     15        28         32
1                   022-234-026   022-234-028     54        66         77
1                   022-234-026   022-234-029      6         9         14
1                   022-234-029   022-234-028      4         6          9
1                   022-234-028   022-234-030      6         9         12

1                   022-235-001   022-235-002      1         1.5        2
1                   022-235-002   022-235-003      4         5          6
1                   022-235-003   022-235-004     11        22         33
1                   022-235-003   022-235-005      4         7          9.5   07    31    58
1                   022-235-003   022-235-006      3         4          5
1                   022-235-006   022-235-007     12        14         17
1                   022-235-007   022-235-008      5         6         12
1                   022-235-008   022-235-009      8         9         10 
1                   022-235-009   022-235-010      3         6          9     06    21    58    
1                   022-235-010   022-235-011      1         3          6
1                   022-235-011   022-235-012      5         7         10
1                   022-235-011   022-235-013      3         9         16
1                   022-235-012   022-235-014      6        12         23
1                   022-235-014   022-235-015      8        10         13
1                   022-235-013   022-235-015      7        10         14
1                   022-235-015   022-235-016      5         5.5        8
1                   022-235-016   022-235-017      5         7          8
1                   022-235-016   022-235-018      3         7          9
1                   022-235-016   022-235-019      5        16         19
1                   022-235-016   022-235-020      7         7         11
1                   022-235-017   022-235-021      8         8.5       11
1                   022-235-018   022-235-022      4         8         16
1                   022-235-019   022-235-022      6         9         12
1                   022-235-020   022-235-023      7         8         9
1                   022-235-021   022-235-024      9        11         12
1                   022-235-022   022-235-024      5        10         13
1                   022-235-023   022-235-024      5         7          9
1                   022-235-024   022-235-025      6        14         20
1                   022-235-024   022-235-026     78        99        120
1                   022-235-025   022-235-027      9        15         30
1                   022-235-027   022-235-028     15        28         32
1                   022-235-026   022-235-028     54        76         87
1                   022-235-026   022-235-029      6         9         14
1                   022-235-029   022-235-028      4         6          9
1                   022-235-028   022-235-030      6         9         12

1                   022-230-030   029-003-000      5        5.5         6                    
1                   022-231-030   029-003-000      6        6.5         7                    
1                   022-232-030   029-003-000      7        7.5         8                    
1                   022-233-030   029-003-000      8        8.5         9                    
1                   022-234-030   029-003-000      9        12         15                     
1                   022-235-030   029-003-000      9        12         15                     

1                   022-240-030   029-004-000      5         5.5        6                    
1                   022-241-030   029-004-000      6         6.5        7                    
1                   022-242-030   029-004-000      7         7.5        8                    
1                   022-243-030   029-004-000      8         8.5        9                    
1                   022-244-030   029-004-000      9        12         15                     
1                   022-245-030   029-004-000      9        12         15                     

1                   029-003-000   029-000-000      1         2         3                     
1                   029-004-000   029-000-000      1         2         3                     



; on event creation, the ending event receive data for (2)=RS (3)=PR, (4)=report Code, 
;                    schedulled completition date
; on event static data update (when (1)=card code 4) R report code, and (schedulled) completition date
